datetime,tweet,label,Text_cleansing,Text_slang,Text_stopword,Text_stemming,tokens
6/26/2022 4:03,@FaktaaktualIndo Mulai Senin Pemerintah Sosialisasikan Pedulilindungi Untuk Beli Minyak Goreng - Pancasila Satukan Negeri,1, mulai senin pemerintah sosialisasikan pedulilindungi untuk beli minyak goreng   pancasila satukan negeri,mulai senin pemerintah sosialisasikan pedulilindungi untuk beli minyak goreng pancasila satukan negeri,senin pemerintah sosialisasikan pedulilindungi beli minyak goreng pancasila satukan negeri,senin perintah sosialisasi pedulilindungi beli minyak goreng pancasila satu negeri,"['senin', 'perintah', 'sosialisasi', 'pedulilindungi', 'beli', 'minyak', 'goreng', 'pancasila', 'satu', 'negeri']"
6/26/2022 4:02,Catat! Berikut Cara Beli Minyak Goreng Curah Lewat Aplikasi PeduliLindungi https://t.co/FS9ddUIojB,0,catat  berikut cara beli minyak goreng curah lewat aplikasi pedulilindungi ,catat berikut cara beli minyak goreng curah lewat aplikasi pedulilindungi,catat beli minyak goreng curah aplikasi pedulilindungi,catat beli minyak goreng curah aplikasi pedulilindungi,"['catat', 'beli', 'minyak', 'goreng', 'curah', 'aplikasi', 'pedulilindungi']"
6/26/2022 4:02,"3 Cara Beli Minyak Goreng Curah Pakai PeduliLindungi, Berikut Prosesnya! https://t.co/Facko2gES7",0,  cara beli minyak goreng curah pakai pedulilindungi  berikut prosesnya  ,cara beli minyak goreng curah pakai pedulilindungi berikut prosesnya,beli minyak goreng curah pakai pedulilindungi prosesnya,beli minyak goreng curah pakai pedulilindungi proses,"['beli', 'minyak', 'goreng', 'curah', 'pakai', 'pedulilindungi', 'proses']"
6/26/2022 4:02,"Mulai Senin Pemerintah Sosialisasikan Pedulilindungi Untuk Beli Minyak Goreng

Pancasila Satukan Negeri
https://t.co/u0pyyLk4cO",1,mulai senin pemerintah sosialisasikan pedulilindungi untuk beli minyak goreng  pancasila satukan negeri ,mulai senin pemerintah sosialisasikan pedulilindungi untuk beli minyak goreng pancasila satukan negeri,senin pemerintah sosialisasikan pedulilindungi beli minyak goreng pancasila satukan negeri,senin perintah sosialisasi pedulilindungi beli minyak goreng pancasila satu negeri,"['senin', 'perintah', 'sosialisasi', 'pedulilindungi', 'beli', 'minyak', 'goreng', 'pancasila', 'satu', 'negeri']"
6/26/2022 4:01,"Seharusnya Pemerintah Kreatif, kalau mau jujur buat dulu Aplikasi lain yg tujuannya memang ""Utk Memantau Rakyat"" (spt pada Film ""Enemy of the State"") 🤣
Bukan hanya pakai Program ""PeduliLindungi"" (yg spt Trace Together) yg sejak awal tdk ada Tupoksinya utk Hal2 Non Medis.
AMBYAR https://t.co/x2F7i4TXPF https://t.co/QPd5phSJVL",-1,seharusnya pemerintah kreatif  kalau mau jujur buat dulu aplikasi lain yg tujuannya memang  utk memantau rakyat   spt pada film  enemy of the state    bukan hanya pakai program  pedulilindungi   yg spt trace together  yg sejak awal tdk ada tupoksinya utk hal  non medis  ambyar  ,seharusnya pemerintah kreatif kalau mau jujur buat dulu aplikasi lain yang tujuannya memang untuk memantau rakyat seperti pada film enemy of the state bukan hanya pakai program pedulilindungi yang seperti trace together yang sejak awal tidak ada tupoksinya untuk hal non medis ambyar,pemerintah kreatif jujur aplikasi tujuannya memantau rakyat film enemy of the state pakai program pedulilindungi trace together tupoksinya non medis ambyar,perintah kreatif jujur aplikasi tuju pantau rakyat film enemy of the state pakai program pedulilindungi trace together tupoksinya non medis ambyar,"['perintah', 'kreatif', 'jujur', 'aplikasi', 'tuju', 'pantau', 'rakyat', 'film', 'enemy', 'of', 'the', 'state', 'pakai', 'program', 'pedulilindungi', 'trace', 'together', 'tupoksinya', 'non', 'medis', 'ambyar']"
6/26/2022 4:00,"Buat apa. Migor sudah kadung mahal. Untuk belinya saja harus pakai NIK dan pedulilindungi.

#TolakDemokrasiKapitalis https://t.co/SfFbUwNBI9",-1,buat apa  migor sudah kadung mahal  untuk belinya saja harus pakai nik dan pedulilindungi   tolakdemokrasikapitalis ,buat apa minyak goreng sudah kadung mahal untuk belinya saja harus pakai nomor induk kependudukan dan pedulilindungi tolakdemokrasikapitalis,minyak goreng kadung mahal belinya pakai nomor induk kependudukan pedulilindungi tolakdemokrasikapitalis,minyak goreng kadung mahal beli pakai nomor induk duduk pedulilindungi tolakdemokrasikapitalis,"['minyak', 'goreng', 'kadung', 'mahal', 'beli', 'pakai', 'nomor', 'induk', 'duduk', 'pedulilindungi', 'tolakdemokrasikapitalis']"
6/26/2022 4:00,"Beli Migor Curah Pakai PeduliLindungi, Begini Penjelasan Luhut https://t.co/xmcffRmhTl",0,beli migor curah pakai pedulilindungi  begini penjelasanluhut ,beli minyak goreng curah pakai pedulilindungi begini penjelasanluhut,beli minyak goreng curah pakai pedulilindungi penjelasanluhut,beli minyak goreng curah pakai pedulilindungi penjelasanluhut,"['beli', 'minyak', 'goreng', 'curah', 'pakai', 'pedulilindungi', 'penjelasanluhut']"
6/26/2022 3:59,@FaktaaktualIndo Mulai Senin Pemerintah Sosialisasikan Pedulilindungi Untuk Beli Minyak Goreng - Pancasila Satukan Negeri,1, mulai senin pemerintah sosialisasikan pedulilindungi untuk beli minyak goreng   pancasila satukan negeri,mulai senin pemerintah sosialisasikan pedulilindungi untuk beli minyak goreng pancasila satukan negeri,senin pemerintah sosialisasikan pedulilindungi beli minyak goreng pancasila satukan negeri,senin perintah sosialisasi pedulilindungi beli minyak goreng pancasila satu negeri,"['senin', 'perintah', 'sosialisasi', 'pedulilindungi', 'beli', 'minyak', 'goreng', 'pancasila', 'satu', 'negeri']"
6/26/2022 3:56,@Iyan_concept @PartaiSocmed Solusi masalah minyak goreng = NIK + Pedulilindungi,1,  solusi masalah minyak goreng   nik   pedulilindungi,solusi masalah minyak goreng nomor induk kependudukan pedulilindungi,solusi minyak goreng nomor induk kependudukan pedulilindungi,solusi minyak goreng nomor induk duduk pedulilindungi,"['solusi', 'minyak', 'goreng', 'nomor', 'induk', 'duduk', 'pedulilindungi']"
6/26/2022 3:52,"Tak Setuju Beli Minyak Goreng Pakai PeduliLindungi, Said Didu: yang Nikmatin Mayoritas Orang Miskin Tapi Dipersulit https://t.co/4GJFMjdqF1",-1,tak setuju beli minyak goreng pakai pedulilindungi  said didu  yang nikmatin mayoritas orang miskin tapidipersulit ,tidak setuju beli minyak goreng pakai pedulilindungi said didu yang nikmatin mayoritas orang miskin tapidipersulit,setuju beli minyak goreng pakai pedulilindungi said didu nikmatin mayoritas orang miskin tapidipersulit,tuju beli minyak goreng pakai pedulilindungi said didu nikmatin mayoritas orang miskin tapidipersulit,"['tuju', 'beli', 'minyak', 'goreng', 'pakai', 'pedulilindungi', 'said', 'didu', 'nikmatin', 'mayoritas', 'orang', 'miskin', 'tapidipersulit']"
6/26/2022 3:48,@FaktaaktualIndo Mulai Senin Pemerintah Sosialisasikan Pedulilindungi Untuk Beli Minyak Goreng | Pancasila Satukan Negeri,1, mulai senin pemerintah sosialisasikan pedulilindungi untuk beli minyak goreng   pancasila satukan negeri,mulai senin pemerintah sosialisasikan pedulilindungi untuk beli minyak goreng pancasila satukan negeri,senin pemerintah sosialisasikan pedulilindungi beli minyak goreng pancasila satukan negeri,senin perintah sosialisasi pedulilindungi beli minyak goreng pancasila satu negeri,"['senin', 'perintah', 'sosialisasi', 'pedulilindungi', 'beli', 'minyak', 'goreng', 'pancasila', 'satu', 'negeri']"
6/26/2022 3:44,"@TX5X5 Baik. Pada penerbangan domestik, apabila Anda telah menerima vaksinasi dosis kedua, maka tidak perlu menunjukan hasil tes negatif Covid-19. Mohon pastikan sertifikat vaksin telah terbit di aplikasi PeduliLindungi. Terima kasih. - Lea",0, baik  pada penerbangan domestik  apabila anda telah menerima vaksinasi dosis kedua  maka tidak perlu menunjukan hasil tes negatif covid     mohon pastikan sertifikat vaksin telah terbit di aplikasi pedulilindungi  terima kasih    lea,baik pada penerbangan domestik apabila anda telah menerima vaksinasi dosis kedua maka tidak perlu menunjukan hasil tes negatif covid mohon pastikan sertifikat vaksin telah terbit di aplikasi pedulilindungi terima kasih lea,penerbangan domestik menerima vaksinasi dosis menunjukan hasil tes negatif covid mohon pastikan sertifikat vaksin terbit aplikasi pedulilindungi terima kasih lea,terbang domestik terima vaksinasi dosis tunjuk hasil tes negatif covid mohon pasti sertifikat vaksin terbit aplikasi pedulilindungi terima kasih lea,"['terbang', 'domestik', 'terima', 'vaksinasi', 'dosis', 'tunjuk', 'hasil', 'tes', 'negatif', 'covid', 'mohon', 'pasti', 'sertifikat', 'vaksin', 'terbit', 'aplikasi', 'pedulilindungi', 'terima', 'kasih', 'lea']"
6/26/2022 3:37,"Cara Beli Minyak Goreng Rp 14.000 Pakai PeduliLindungi, Berikut Harga Migor Terbaru di Pasar
 
https://t.co/y8Yxe599NO via @tribunbanten",0,cara beli minyak goreng rp       pakai pedulilindungi  berikut harga migor terbaru di pasar    via ,cara beli minyak goreng rp pakai pedulilindungi berikut harga minyak goreng terbaru di pasar via,beli minyak goreng rp pakai pedulilindungi harga minyak goreng terbaru pasar via,beli minyak goreng rp pakai pedulilindungi harga minyak goreng baru pasar via,"['beli', 'minyak', 'goreng', 'rp', 'pakai', 'pedulilindungi', 'harga', 'minyak', 'goreng', 'baru', 'pasar', 'via']"
6/26/2022 3:37,"Adanya penyelewengan di berbagai tempat dan dapat menyebabkan terjadinya kelangkaan juga kenaikan harga minyak goreng. 
Penggunaan PeduliLindungi berfungsi menjadi alat pemantau dan pengawasan di lapangan untuk memitigasinya
@jokowi pro 
ketahanan pangan https://t.co/24kyM92VEu",1,adanya penyelewengan di berbagai tempat dan dapat menyebabkan terjadinya kelangkaan juga kenaikan harga minyak goreng   penggunaan pedulilindungi berfungsi menjadi alat pemantau dan pengawasan di lapangan untuk memitigasinya  pro  ketahanan pangan ,adanya penyelewengan di berbagai tempat dan dapat menyebabkan terjadinya kelangkaan juga kenaikan harga minyak goreng penggunaan pedulilindungi berfungsi menjadi alat pemantau dan pengawasan di lapangan untuk memitigasinya pro ketahanan pangan,penyelewengan menyebabkan kelangkaan kenaikan harga minyak goreng penggunaan pedulilindungi berfungsi alat pemantau pengawasan lapangan memitigasinya pro ketahanan pangan,seleweng sebab langka naik harga minyak goreng guna pedulilindungi fungsi alat pantau awas lapang memitigasinya pro tahan pangan,"['seleweng', 'sebab', 'langka', 'naik', 'harga', 'minyak', 'goreng', 'guna', 'pedulilindungi', 'fungsi', 'alat', 'pantau', 'awas', 'lapang', 'memitigasinya', 'pro', 'tahan', 'pangan']"
6/26/2022 3:35,"@ijum_amang Beli minyak pake apk pedulilindungi

Pancasila Satukan Negeri",0, beli minyak pake apk pedulilindungi  pancasila satukan negeri,beli minyak pakai aplikasi pedulilindungi pancasila satukan negeri,beli minyak pakai aplikasi pedulilindungi pancasila satukan negeri,beli minyak pakai aplikasi pedulilindungi pancasila satu negeri,"['beli', 'minyak', 'pakai', 'aplikasi', 'pedulilindungi', 'pancasila', 'satu', 'negeri']"
6/26/2022 3:35,"Beli Minyak Goreng Kini Harus Pakai Aplikasi PeduliLindungi, Begini Cara Pakainya https://t.co/zWpTuXt0o9",0,beli minyak goreng kini harus pakai aplikasi pedulilindungi  begini cara pakainya ,beli minyak goreng kini harus pakai aplikasi pedulilindungi begini cara pakainya,beli minyak goreng pakai aplikasi pedulilindungi pakainya,beli minyak goreng pakai aplikasi pedulilindungi pakai,"['beli', 'minyak', 'goreng', 'pakai', 'aplikasi', 'pedulilindungi', 'pakai']"
6/26/2022 3:33,Beli Minyak Goreng Curah Pakai Aplikasi Pedulilindungi,0,beli minyak goreng curah pakai aplikasi pedulilindungi,beli minyak goreng curah pakai aplikasi pedulilindungi,beli minyak goreng curah pakai aplikasi pedulilindungi,beli minyak goreng curah pakai aplikasi pedulilindungi,"['beli', 'minyak', 'goreng', 'curah', 'pakai', 'aplikasi', 'pedulilindungi']"
6/26/2022 3:25,"Dukung Penuh.

Menteri Koordinator Bidang Kemaritiman dan Investasi Luhut Binsar Pandjaitan mengungkapkan penggunaan PeduliLindungi dalam sistem pembelian minyak goreng curah yakni sebagai alat untuk memantau dan mengawasi distribusi komoditas tersebut dari produsen ke konsumen. https://t.co/M9qv2mFyNA",1,dukung penuh   menteri koordinator bidang kemaritiman dan investasi luhut binsar pandjaitan mengungkapkan penggunaan pedulilindungi dalam sistem pembelian minyak goreng curah yakni sebagai alat untuk memantau dan mengawasi distribusi komoditas tersebut dari produsen ke konsumen  ,dukung penuh menteri koordinator bidang kemaritiman dan investasi luhut binsar pandjaitan mengungkapkan penggunaan pedulilindungi dalam sistem pembelian minyak goreng curah yakni sebagai alat untuk memantau dan mengawasi distribusi komoditas tersebut dari produsen ke konsumen,dukung penuh menteri koordinator bidang kemaritiman investasi luhut binsar pandjaitan penggunaan pedulilindungi sistem pembelian minyak goreng curah alat memantau mengawasi distribusi komoditas produsen konsumen,dukung penuh menteri koordinator bidang maritim investasi luhut binsar pandjaitan guna pedulilindungi sistem beli minyak goreng curah alat pantau awas distribusi komoditas produsen konsumen,"['dukung', 'penuh', 'menteri', 'koordinator', 'bidang', 'maritim', 'investasi', 'luhut', 'binsar', 'pandjaitan', 'guna', 'pedulilindungi', 'sistem', 'beli', 'minyak', 'goreng', 'curah', 'alat', 'pantau', 'awas', 'distribusi', 'komoditas', 'produsen', 'konsumen']"
6/26/2022 3:23,"Smash News - Pemerintah akan segera mewajibkan penggunaan aplikasi PeduliLindungi sebagai syarat untuk membeli minyak goreng curah.
#smashnews #beritaterbaru #beritaterkini #beritaterupdate #kabarterbaru #kabarterkini #minyakgorengcurah #pedulilindungi 
https://t.co/JeVO8ERCPX https://t.co/JeerFEVWWY",0,smash news  pemerintah akan segera mewajibkan penggunaan aplikasi pedulilindungi sebagai syarat untuk membeli minyak goreng curah  smashnews beritaterbaru beritaterkini beritaterupdate kabarterbaru kabarterkini minyakgorengcurah pedulilindungi   ,smash news pemerintah akan segera mewajibkan penggunaan aplikasi pedulilindungi sebagai syarat untuk membeli minyak goreng curah smashnews beritaterbaru beritaterkini beritaterupdate kabarterbaru kabarterkini minyakgorengcurah pedulilindungi,smash news pemerintah mewajibkan penggunaan aplikasi pedulilindungi syarat membeli minyak goreng curah smashnews beritaterbaru beritaterkini beritaterupdate kabarterbaru kabarterkini minyakgorengcurah pedulilindungi,smash news perintah wajib guna aplikasi pedulilindungi syarat beli minyak goreng curah smashnews beritaterbaru beritaterkini beritaterupdate kabarterbaru kabarterkini minyakgorengcurah pedulilindungi,"['smash', 'news', 'perintah', 'wajib', 'guna', 'aplikasi', 'pedulilindungi', 'syarat', 'beli', 'minyak', 'goreng', 'curah', 'smashnews', 'beritaterbaru', 'beritaterkini', 'beritaterupdate', 'kabarterbaru', 'kabarterkini', 'minyakgorengcurah', 'pedulilindungi']"
6/26/2022 3:22,"2 Minggu Lagi, Beli Migor Curah Wajib Pakai NIK dan PeduliLindungi https://t.co/1D3jlohI71",0,  minggu lagi  beli migor curah wajib pakai nik dan pedulilindungi ,minggu lagi beli minyak goreng curah wajib pakai nomor induk kependudukan dan pedulilindungi,minggu beli minyak goreng curah wajib pakai nomor induk kependudukan pedulilindungi,minggu beli minyak goreng curah wajib pakai nomor induk duduk pedulilindungi,"['minggu', 'beli', 'minyak', 'goreng', 'curah', 'wajib', 'pakai', 'nomor', 'induk', 'duduk', 'pedulilindungi']"
6/26/2022 3:14,"Aturan Baru Beli Minyak Goreng Curah Pakai Aplikasi Pedulilindungi, Respon Pedagang: Ribet Banget! https://t.co/AKUWG7vpar",-1,aturan baru beli minyak goreng curah pakai aplikasi pedulilindungi  respon pedagang  ribet banget  ,aturan baru beli minyak goreng curah pakai aplikasi pedulilindungi respon pedagang ribet banget,aturan beli minyak goreng curah pakai aplikasi pedulilindungi respon pedagang ribet banget,atur beli minyak goreng curah pakai aplikasi pedulilindungi respon dagang ribet banget,"['atur', 'beli', 'minyak', 'goreng', 'curah', 'pakai', 'aplikasi', 'pedulilindungi', 'respon', 'dagang', 'ribet', 'banget']"
6/26/2022 3:14,"Cara Beli Minyak Goreng PeduliLindungi: Pemerintah menerapkan sistem pembelian minyak goreng curah rakyat (MGCR) menggunakan aplikasi PeduliLindungi. Hal ini untuk mengawasi, memantau pendistribusian serta memberikan informasi… https://t.co/jffZlzmdGI via @kabar_tangsel",1,cara beli minyak goreng pedulilindungi  pemerintah menerapkan sistem pembelian minyak goreng curah rakyat  mgcr  menggunakan aplikasi pedulilindungi  hal ini untuk mengawasi  memantau pendistribusian serta memberikan informasi  via ,cara beli minyak goreng pedulilindungi pemerintah menerapkan sistem pembelian minyak goreng curah rakyat minyak goreng curah rakyat menggunakan aplikasi pedulilindungi hal ini untuk mengawasi memantau pendistribusian serta memberikan informasi via,beli minyak goreng pedulilindungi pemerintah menerapkan sistem pembelian minyak goreng curah rakyat minyak goreng curah rakyat aplikasi pedulilindungi mengawasi memantau pendistribusian informasi via,beli minyak goreng pedulilindungi perintah terap sistem beli minyak goreng curah rakyat minyak goreng curah rakyat aplikasi pedulilindungi awas pantau distribusi informasi via,"['beli', 'minyak', 'goreng', 'pedulilindungi', 'perintah', 'terap', 'sistem', 'beli', 'minyak', 'goreng', 'curah', 'rakyat', 'minyak', 'goreng', 'curah', 'rakyat', 'aplikasi', 'pedulilindungi', 'awas', 'pantau', 'distribusi', 'informasi', 'via']"
6/26/2022 3:13,"Menteri Koordinator Bidang Kemaritiman dan Investasi Luhut Binsar Pandjaitan mengungkapkan penggunaan PeduliLindungi dalam sistem pembelian minyak goreng curah yakni sebagai alat untuk memantau dan mengawasi distribusi komoditas tersebut dari produsen ke konsumen.

Sepakat nih..! https://t.co/QPZPcv9WuV",1,menteri koordinator bidang kemaritiman dan investasi luhut binsar pandjaitan mengungkapkan penggunaan pedulilindungi dalam sistem pembelian minyak goreng curah yakni sebagai alat untuk memantau dan mengawasi distribusi komoditas tersebut dari produsen ke konsumen   sepakat nih    ,menteri koordinator bidang kemaritiman dan investasi luhut binsar pandjaitan mengungkapkan penggunaan pedulilindungi dalam sistem pembelian minyak goreng curah yakni sebagai alat untuk memantau dan mengawasi distribusi komoditas tersebut dari produsen ke konsumen sepakat nih,menteri koordinator bidang kemaritiman investasi luhut binsar pandjaitan penggunaan pedulilindungi sistem pembelian minyak goreng curah alat memantau mengawasi distribusi komoditas produsen konsumen sepakat nih,menteri koordinator bidang maritim investasi luhut binsar pandjaitan guna pedulilindungi sistem beli minyak goreng curah alat pantau awas distribusi komoditas produsen konsumen sepakat nih,"['menteri', 'koordinator', 'bidang', 'maritim', 'investasi', 'luhut', 'binsar', 'pandjaitan', 'guna', 'pedulilindungi', 'sistem', 'beli', 'minyak', 'goreng', 'curah', 'alat', 'pantau', 'awas', 'distribusi', 'komoditas', 'produsen', 'konsumen', 'sepakat', 'nih']"
6/26/2022 3:12,"Ruwet sekali rakyat di negeri ini. Beli migor curah harus pake aplikasi, beli BBM yang murah hrs pake aplikasi. 
Padahal persoalan tidak akan selesai seperti itu. Justru makin ruwet.

https://t.co/Wfem7IeJQz",-1,ruwet sekali rakyat di negeri ini  beli migor curah harus pake aplikasi  beli bbm yang murah hrs pake aplikasi   padahal persoalan tidak akan selesai seperti itu  justru makin ruwet   ,ruwet sekali rakyat di negeri ini beli minyak goreng curah harus pakai aplikasi beli bahan bakar minyak yang murah harus pakai aplikasi padahal persoalan tidak akan selesai seperti itu justru makin ruwet,ruwet rakyat negeri beli minyak goreng curah pakai aplikasi beli bahan bakar minyak murah pakai aplikasi selesai ruwet,ruwet rakyat negeri beli minyak goreng curah pakai aplikasi beli bahan bakar minyak murah pakai aplikasi selesai ruwet,"['ruwet', 'rakyat', 'negeri', 'beli', 'minyak', 'goreng', 'curah', 'pakai', 'aplikasi', 'beli', 'bahan', 'bakar', 'minyak', 'murah', 'pakai', 'aplikasi', 'selesai', 'ruwet']"
6/26/2022 3:07,"Hadeuh hobi banget nyusahin rakyat, mau beli minyak goreng curah yang katanya 14k/lt aja harus pake aplikasi peduli lindungi dan KTP
#minyak #minyakgoreng #minyakgorengcurah #pedulilindungi",-1,hadeuh hobi banget nyusahin rakyat  mau beli minyak goreng curah yang katanya   k lt aja harus pake aplikasi peduli lindungi dan ktp minyak minyakgoreng minyakgorengcurah pedulilindungi,hadeuh hobi banget nyusahin rakyat mau beli minyak goreng curah yang katanya ke liter saja harus pakai aplikasi peduli lindungi dan kartu tanda penduduk minyak minyakgoreng minyakgorengcurah pedulilindungi,hadeuh hobi banget nyusahin rakyat beli minyak goreng curah liter pakai aplikasi peduli lindungi kartu tanda penduduk minyak minyakgoreng minyakgorengcurah pedulilindungi,hadeuh hobi banget nyusahin rakyat beli minyak goreng curah liter pakai aplikasi peduli lindung kartu tanda duduk minyak minyakgoreng minyakgorengcurah pedulilindungi,"['hadeuh', 'hobi', 'banget', 'nyusahin', 'rakyat', 'beli', 'minyak', 'goreng', 'curah', 'liter', 'pakai', 'aplikasi', 'peduli', 'lindung', 'kartu', 'tanda', 'duduk', 'minyak', 'minyakgoreng', 'minyakgorengcurah', 'pedulilindungi']"
6/26/2022 3:07,Penggunaan PeduliLindungi berfungsi menjadi alat pemantau dan pengawasan di lapangan untuk memitigasi adanya penyelewengan di berbagai tempat dan dapat menyebabkan terjadinya kelangkaan juga kenaikan harga minyak goreng. https://t.co/y86hiJ4BTD,1,penggunaan pedulilindungi berfungsi menjadi alat pemantau dan pengawasan di lapangan untuk memitigasi adanya penyelewengan di berbagai tempat dan dapat menyebabkan terjadinya kelangkaan juga kenaikan harga minyak goreng  ,penggunaan pedulilindungi berfungsi menjadi alat pemantau dan pengawasan di lapangan untuk memitigasi adanya penyelewengan di berbagai tempat dan dapat menyebabkan terjadinya kelangkaan juga kenaikan harga minyak goreng,penggunaan pedulilindungi berfungsi alat pemantau pengawasan lapangan memitigasi penyelewengan menyebabkan kelangkaan kenaikan harga minyak goreng,guna pedulilindungi fungsi alat pantau awas lapang memitigasi seleweng sebab langka naik harga minyak goreng,"['guna', 'pedulilindungi', 'fungsi', 'alat', 'pantau', 'awas', 'lapang', 'memitigasi', 'seleweng', 'sebab', 'langka', 'naik', 'harga', 'minyak', 'goreng']"
6/26/2022 3:04,"Tolak PeduliLindungi kecuali untuk urusan Covid-19.
Titik. https://t.co/iwUm47A5TF",-1,tolak pedulilindungi kecuali untuk urusan covid     titik  ,tolak pedulilindungi kecuali untuk urusan covid titik,tolak pedulilindungi kecuali urusan covid titik,tolak pedulilindungi kecuali urus covid titik,"['tolak', 'pedulilindungi', 'kecuali', 'urus', 'covid', 'titik']"
6/26/2022 3:00,"Nah ini👍
Pernyataan opung LBP jelas ya, terkait aplikasi PeduliLindungi akan digunakan dalam sistem pembelian minyak goreng curah yg berfungsi sebagai alat pemantau dan pengawasan di lapangan. 
Yang pasti selain aplikasi ini pemerintah jg memantau langsung. Jdi jgn macam2 . https://t.co/XlwZyl5zgK",1,nah ini pernyataan opung lbp jelas ya  terkait aplikasi pedulilindungi akan digunakan dalam sistem pembelian minyak goreng curah yg berfungsi sebagai alat pemantau dan pengawasan di lapangan   yang pasti selain aplikasi ini pemerintah jg memantau langsung  jdi jgn macam    ,nah ini pernyataan opung luhut binsar pandjaitan jelas ya terkait aplikasi pedulilindungi akan digunakan dalam sistem pembelian minyak goreng curah yang berfungsi sebagai alat pemantau dan pengawasan di lapangan yang pasti selain aplikasi ini pemerintah juga memantau langsung jadi jangan macam,pernyataan opung luhut binsar pandjaitan ya terkait aplikasi pedulilindungi sistem pembelian minyak goreng curah berfungsi alat pemantau pengawasan lapangan aplikasi pemerintah memantau langsung,nyata opung luhut binsar pandjaitan ya kait aplikasi pedulilindungi sistem beli minyak goreng curah fungsi alat pantau awas lapang aplikasi perintah pantau langsung,"['nyata', 'opung', 'luhut', 'binsar', 'pandjaitan', 'ya', 'kait', 'aplikasi', 'pedulilindungi', 'sistem', 'beli', 'minyak', 'goreng', 'curah', 'fungsi', 'alat', 'pantau', 'awas', 'lapang', 'aplikasi', 'perintah', 'pantau', 'langsung']"
6/26/2022 3:00,"https://t.co/fEiZM1kmdU, JAKARTA - Beli minyak goreng curah pakai Pedulilindungi menjadi ketentuan pemerintah dan disampaikan Menko Marinves, Luhut Binsar Pandjaitan. Keputusan beli minyak https://t.co/7FNpMlOTor",0, jakarta   beli minyak goreng curah pakai pedulilindungi menjadi ketentuan pemerintah dan disampaikan menko marinves  luhut binsar pandjaitan  keputusan beli minyak ,jakarta beli minyak goreng curah pakai pedulilindungi menjadi ketentuan pemerintah dan disampaikan menko marinves luhut binsar pandjaitan keputusan beli minyak,jakarta beli minyak goreng curah pakai pedulilindungi ketentuan pemerintah menko marinves luhut binsar pandjaitan keputusan beli minyak,jakarta beli minyak goreng curah pakai pedulilindungi tentu perintah menko marinves luhut binsar pandjaitan putus beli minyak,"['jakarta', 'beli', 'minyak', 'goreng', 'curah', 'pakai', 'pedulilindungi', 'tentu', 'perintah', 'menko', 'marinves', 'luhut', 'binsar', 'pandjaitan', 'putus', 'beli', 'minyak']"
6/26/2022 2:59,@Bola_Jakarta @jakmaniabandung daftarnya pake NIK sama pedulilindungi gak bang???,0,  daftarnya pake nik sama pedulilindungi gak bang  ,daftarnya pakai nomor induk kependudukan sama pedulilindungi tidak bang,daftarnya pakai nomor induk kependudukan pedulilindungi bang,daftar pakai nomor induk duduk pedulilindungi bang,"['daftar', 'pakai', 'nomor', 'induk', 'duduk', 'pedulilindungi', 'bang']"
6/26/2022 2:56,"@albertjosua3 Mulai Senin Pemerintah Sosialisasikan Pedulilindungi Untuk Beli Minyak Goreng. Pancasila Satukan Negeri
https://t.co/AaH7jxoLnw",1, mulai senin pemerintah sosialisasikan pedulilindungi untuk beli minyak goreng  pancasila satukan negeri ,mulai senin pemerintah sosialisasikan pedulilindungi untuk beli minyak goreng pancasila satukan negeri,senin pemerintah sosialisasikan pedulilindungi beli minyak goreng pancasila satukan negeri,senin perintah sosialisasi pedulilindungi beli minyak goreng pancasila satu negeri,"['senin', 'perintah', 'sosialisasi', 'pedulilindungi', 'beli', 'minyak', 'goreng', 'pancasila', 'satu', 'negeri']"
6/26/2022 2:54,"Mulai Senin Pemerintah Sosialisasikan Pedulilindungi Untuk Beli Minyak Goreng

Pancasila Satukan Negeri https://t.co/lBCWLPNSUA",1,mulai senin pemerintah sosialisasikan pedulilindungi untuk beli minyak goreng  pancasila satukan negeri ,mulai senin pemerintah sosialisasikan pedulilindungi untuk beli minyak goreng pancasila satukan negeri,senin pemerintah sosialisasikan pedulilindungi beli minyak goreng pancasila satukan negeri,senin perintah sosialisasi pedulilindungi beli minyak goreng pancasila satu negeri,"['senin', 'perintah', 'sosialisasi', 'pedulilindungi', 'beli', 'minyak', 'goreng', 'pancasila', 'satu', 'negeri']"
