tweet,TextBlob
"Perubahan sistem ini dilakukan sosialisasi, mulai Senin (27/6) hingga 2 minggu ke depan. Lantas bagaimana di Kota Banjarmasin?

https://t.co/iTlOoJ6XiD",0
"Cara Beli Minyak Goreng Curah Pakai Aplikasi PeduliLindungi, Mudah dan Tak Ribet https://t.co/4MKrhKWcWw",1
"Penjelasan Luhut Soal Beli Migor Harus Pakai PeduliLindungi - https://t.co/ec7yNnK7rD 

#IDCORNER",0
"Pemerintah Gunakan PeduliLindungi untuk Pembelian Minyak Goreng, Said Didu: Kebijakan Ini Tidak Adil https://t.co/n1tW1KctHV",1
"@convomfs wassaf aja tuh blokir najis di chat mulu tai, oh yh kl gak ada Instagram kita main aph?? masa iyh pedulilindungi",1
"@parewalagi @DrEvaChaniago @_melody_mellow @JulianiMadinah @Diah_Mario_ @Nicho_Silalahi @NetizenBerisik @Angga_y10 @Agustisyarif Inilah namanya gagap teknologi..

Mestinya pakai NIK atau Pedulilindungi, bukan NIK dan Pedulilindungi..ðŸ™‚

Yg gak punya apk pedulilindungi bisa pakai NIK aja..
Atau pakai apk Pedulilindungi gak perlu lagi pakai NIK, krn NIK sudah terdaftar di Pedulilindungi..",0
"Pemerintah bakal menerapkan mekanisme baru dalam penjualan dan pembelian minyak goreng curah.

https://t.co/5K05VWhN6f",0
"Ini aplikasi untuk mengukur kepatuhan (conformity) anda semua. Bukan soal kesehatan.

Selamat! Anda sudah patuh dan membuat Luhut bangga... 

Ini Penjelasan Luhut soal Beli Minyak Goreng Pakai PeduliLindungi 

Klik untuk baca: https://t.co/wdGjTq1Nj1",1
"Luhut: Mulai Senin Beli Minyak Goreng Curah Pakai PeduliLindungi, Ini Caranya
https://t.co/A4UglaxIRk",0
Cara Beli Minyak Goreng Rp 14.000 per Liter denganÂ PeduliLIndungi https://t.co/RyRfTtygEz,0
"Menteri Koordinator Bidang Kemaritiman dan Investasi Luhut Pandjaitan memastikan, sosialisasi perubahan sistem pembelian dan penjualan minyak goreng curah rakyat (MGCR) menggunakan aplikasi PeduliLindungi akan dilakukan mulai Senin, 27 Juni 2022. #TopNews https://t.co/G4YiWEZCgk https://t.co/oEkw32iFrX",0
Syarat Jual Beli Minyak Goreng Curah dengan PeduliLindungi https://t.co/8DPA1WLdgp,0
"Cara Beli Minyak Goreng Pakai PeduliLindungi dan NIK, Berikut Harga dan Ketentuannya https://t.co/E3gtA83XY1",1
"Cara Beli Minyak Goreng Pakai PeduliLindungi dan NIK, Berikut Harga dan Ketentuannya https://t.co/BQZs3S2zjT",1
"Cara Beli Minyak Goreng Pakai PeduliLindungi dan NIK, Berikut Harga dan Ketentuannya https://t.co/YCim0jfRrV",1
"Pemerintah Akan Terapkan Pembelian Minyak Goreng Curah Melalui Aplikasi PeduliLindungi

https://t.co/qsJnGBXlKN",0
"@sbyfess Langsung datang nder, pakai scan barcode pedulilindungi aja.",1
@sbyfess Kemaren kesini langsung dateng scan pedulilindungi aja si,0
"Cara Mudah Beli Minyak Goreng Curah dengan PeduliLindungi, Bisa Juga dengan Menunjukkan NIK KTP
 
https://t.co/8hIU60knO3 via @tribunjatim",1
"@Cozilar_Cup @HeriSuwondo2 Hbs, solusinya cuma JUALAN (pedulilindungi lah, vaksin lah)
Gimana mau beres?
Solusi semua masalah adalah PEDULILINDUNGI",0
Luhut: PeduliLindungi jadi alat pantau distribusi minyak goreng curah https://t.co/bBVlRwYD5R,0
Pemerintah Sosialisasikan Beli Minyak Goreng Pakai NIK atau PeduliLindungi https://t.co/6sNTMF1hD4,0
"https://t.co/idOjCkYeI5: Ke Pulau Seribu dari Dermaga Marina Ancol, 720 Penumpang Kapal Scan PeduliLindungi - https://t.co/naKKRQdL4A https://t.co/BVROc4WMiO",0
"Aturan Baru! Beli Minyak Goreng Curah Wajib Pakai Aplikasi PeduliLindungi, Catat Tanggal Berlakunya https://t.co/tEPfOm2ZiY",0
Makin aneh aja nih Beli migor curah mesti pakai applikasi pedulilindungi. #tolakmandatory https://t.co/4qol0UgZQZ,-1
"Kebijakan Baru Luhut, Aplikasi Pedulilindungi jadi Alat Pantau Distribusi Migor
https://t.co/MpmSxfLlDx",1
Pemerintah Mulai Lakukan Sosialisasi dan Transisi Penggunaan PeduliLindungi untuk Beli Minyak Goreng Curah https://t.co/adXibVf1ge,0
"Luhut: Mulai Senin Beli Minyak Goreng Curah Pakai PeduliLindungi, Ini Caranya https://t.co/xUTo3wbM3R https://t.co/d5cC1wQUzS",0
@Neng_Anyar @pedulilindungi Mau masuk wc sebaiknya pakai pedulilindungi juga,-1
Menko Marves Luhut Binsar Pandjaitan menjelasakan alasan rencana kebijakan beli minyak goreng wajib pakai PeduliLindungi. https://t.co/jHp30U5Ms4,1
Cara Unduh dan Penggunaan Aplikasi PeduliLindungi untuk Beli Minyak Goreng Curah https://t.co/7ZKZeKDvbf,0
"@detikcom Alhamdulilah sudah tidak pakai uang lagi belinya,cukup menggunakan ktp dan pedulilindungi",0
Bayangno mbok ku blonjo lengo nang sumik ditakoni pedulilindungi https://t.co/aRSixLpfJS,0
"Kebijakan yg nyusahin... Tentukan aja HET dan bagi yg melanggar berikan hukuman yg setimpal. 
 https://t.co/VxzhLeOhu3",1
"BeliMigor curah wajib bawa NIK dan pedulilindungi.. 
Baru berapa hari jadi menteri.. 
Menteri atau ban serep..
ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£",0
Ini Penjelasan Luhut soal Beli Minyak Goreng Pakai PeduliLindungi  https://t.co/3LBT7cZGu8,0
"Luhut: Mulai Senin Beli Minyak Goreng Curah Pakai PeduliLindungi, Ini Caranya
https://t.co/jUuLfPiBMz",0
"Beli Minyak Goreng Curah Pakai KTP dan PeduliLindungi, Said Didu: Rakyat MakinÂ Dipersulit https://t.co/CWcQSgy6ts",1
"Menko Marves Luhut Binsar Pandjaitan mengumumkan perubahan sistem untuk memperbaiki tata kelola distribusi minyak goreng curah. Adapun nantinya penggunaan PeduliLindungi berfungsi menjadi alat pemantau dan pengawasan di lapangan. 

https://t.co/IcrXiGyq6r https://t.co/FPMAQ3kYVm",1
Beli Minyak Goreng di PeduliLindungi: 1 NIK Maksimal 10 Kg per Hari https://t.co/YAvCubbFsa #beritajogja #jogja #jogjaistimewa https://t.co/Vm1dVEMMTd,0
Begini Cara Beli Minyak Goreng Curah Rp14.000 Pakai PeduliLindungi https://t.co/6RNXc4gwH7,0
@BlueJeans_Hitam Bntr lagi beli gas jg wajib pake NIK &amp; PeduliLindungi ðŸ˜ rejim gila,-1
Pemerintah amelakukan proses sosialisasi dan transisi perubahan sistem pembelian dan penjulanan minyak goreng curah rakyat (MGCR). Nantinya pembelian dan penjulan MGCR dilakukan dengan menggunakan aplikasi PeduliLindungi. | #Tren #MinyakGorengCurah https://t.co/SaAkfP4oaX,0
"Penerapkan mekanisme baru dalam penjualan dan pembelian minyak goreng curah. Pembeli wajib menggunakan aplikasi PeduliLindungi atau menunjukkan NIK.
https://t.co/EaZbisaJJD",0
"https://t.co/U7P4Gq9Bve

Kayak negara Miskin ya.. beli Migor ngantri bawa KTP. Katanya udah Jd Negara G20.. @jokowi",-1
Luhut: PeduliLindungi jadi alat pantau distribusi minyak goreng curah https://t.co/dRKA0GNo1B,0
jangan lupa mintain ktpnya dulu Koko sama pedulilindungi https://t.co/XRscVYuGly,0
"@amadd_ Selamat siang Kak. Calon penumpang KA Antar Kota, yang sudah vaksin dosis kedua dan ketiga, tidak wajib menunjukkan hasil negatif Covid-19. Silakan bisa menunjukkan bukti vaksinasi melalui aplikasi PeduliLindungi atau kartu vaksin dalam bentuk fisik. |1",1
"PeduliLindungi Jadi Alat Pembelian Minyak Goreng Curah, Luhut Pandjaitan: Semua Ini Butuh Waktu https://t.co/XZ2JKzEMq7",0
Sosialisasi Pembelian Migor Curah Pakai Aplikasi PeduliLindungi Dimulai PekanÂ Depan https://t.co/66mAs1hdLb,0
"Aplikasi Peduli Lindungi Berikan Kesempatan Yang Sama bagi Setiap Warga Dalam mendapatkan jumlah kuota pembelian minyak  goreng curah.

#RakyatBersamaNKRI
#beritamerahputih
#jokowi
#presiden
#minyakcurah
#pedulilindungi
#menko https://t.co/O4jewRtMcd",0
"Aplikasi Peduli Lindungi Berikan Kesempatan Yang Sama bagi Setiap Warga Dalam mendapatkan jumlah kuota pembelian minyak  goreng curah.

#RakyatBersamaNKRI
#beritamerahputih
#jokowi
#presiden
#minyakcurah
#pedulilindungi
#menko https://t.co/ZthkG2qxNn",0
"Aplikasi Peduli Lindungi Berikan Kesempatan Yang Sama bagi Setiap Warga Dalam mendapatkan jumlah kuota pembelian minyak  goreng curah.

#RakyatBersamaNKRI
#beritamerahputih
#jokowi
#presiden
#minyakcurah
#pedulilindungi
#menko https://t.co/HlqBaxdnSs",0
"Aplikasi Peduli Lindungi Berikan Kesempatan Yang Sama bagi Setiap Warga Dalam mendapatkan jumlah kuota pembelian minyak  goreng curah.

#RakyatBersamaNKRI
#beritamerahputih
#jokowi
#presiden
#minyakcurah
#pedulilindungi
#menko https://t.co/vLtkc4LKQ8",0
"Aplikasi Peduli Lindungi Berikan Kesempatan Yang Sama bagi Setiap Warga Dalam mendapatkan jumlah kuota pembelian minyak  goreng curah.

#RakyatBersamaNKRI
#beritamerahputih
#jokowi
#presiden
#minyakcurah
#pedulilindungi
#menko https://t.co/ee4Crjh0LS",0
"Aplikasi Peduli Lindungi Berikan Kesempatan Yang Sama bagi Setiap Warga Dalam mendapatkan jumlah kuota pembelian minyak  goreng curah.

#RakyatBersamaNKRI
#beritamerahputih
#jokowi
#presiden
#minyakcurah
#pedulilindungi
#menko https://t.co/rLfaqZfDZ5",0
"Aplikasi Peduli Lindungi Berikan Kesempatan Yang Sama bagi Setiap Warga Dalam mendapatkan jumlah kuota pembelian minyak  goreng curah.

#RakyatBersamaNKRI
#beritamerahputih
#jokowi
#presiden
#minyakcurah
#pedulilindungi
#menko https://t.co/ln1eKqmRxB",0
"Aplikasi PeduliLindungi Jadi Alat Pembelian Minyak Goreng Curah, Bagaimana jika Tak Punya? Simak Penjelasannya https://t.co/eu3QnKSOdA",1
Siap-Siap.. Beli Minyak Goreng Wajib Pakai PeduliLindungi atau NIK,0
"Tegas Keputusan Luhut, Beli Minyak Goreng Pakai Aplikasi PeduliLindungi #HargaMinyak #HeadlineNews #LuhutBinsarPandjaitan #MenteriKoordinatorBidangPerekonomian #MinyakGoreng #Nasional #PeduliLindungi #PemerintahPusat https://t.co/h9XFBVoYQv",0
Beli Migor Curah Pakai PeduliLindungi https://t.co/B7YAJfTA4e #Migor #berita #nusabali #MinyakGoreng #PeduliLindungi,0
"Beli minyak goreng ribet amat
Di cek PeduliLindungi 
Kang jualan:â€œmohon di scan dulu pedulinya 
*ted*,baru dosis 1 ya? Cuman boleh beli 1 yah, karena di data peduli tercatat baru dosis 1â€œ
Dateng lg orang 
Kang jualan â€œdi scan dulu ya ,*ted* belum paksin ya? Ngerebus aja yaâ€ ehehe",-1
"Penjualan dan pembelian minyak goreng berharga Rp14 ribu harus dilakukan dengan menggunakan aplikasi PeduliLindungi atau NIK  &gt;&gt;&gt; hebat nich, jadi cukup pakai aplikasi PeduliLindungi saja, nggak perlu pakai rupiah.
 https://t.co/z3sJ8Bcziq",0
Sosialisasi Beli Minyak Goreng Pakai Aplikasi PeduliLindungi Dimulai SeninÂ Ini https://t.co/jvFTJtrQ2g,0
"Luhut: PeduliLindungi jadi alat pantau distribusi minyak goreng curah
#ElshintaWeekend 
https://t.co/DjaLymqymW",0
Pemerintah Gunakan PeduliLindungi Pantau Distribusi Migor Curah https://t.co/FNdJq5IucE,0
Cara Membeli Minyak Goreng Curah Rakyat Rp14.000 per Liter Pakai Aplikasi PeduliLindungi atau NIK https://t.co/N5ttn444n0,0
"@dhapindhafin Biar gampang kali mendatanya. Di PeduliLindungi juga ada NIK, kan?",1
Menko Marves Luhut B.Pandjaitan memastikan sosialisasi perubahan sistem pembelian dan penjualan minyak goreng curah rakyat menggunakan aplikasi PeduliLindungi. https://t.co/xF6tMo9U3j,0
@KompasTV Apa hubungan nya sama pedulilindungi ya??!!!,0
Pake pasport aje biar lebih kerennn. PeduliLindungi mah norak https://t.co/2yZ33E4yJu,1
"Aturan Terbaru dari Opung Luhut, Syarat Beli Minyak Goreng Curah Harus Punya Aplikasi Pedulilindungi https://t.co/KwBoY3DjtJ",1
"Beli Minyak Goreng Curah Diharuskan Pakai NIK dan PeduliLindungi
#MinyakGorengCurah
#PeduliLindungi
#NIK https://t.co/Wa99NzKZkq",0
Aplikasi Pedulilindungi jadi Syarat Beli Minyak Goreng Curah https://t.co/hWdNDB6xBV,0
"Minyak Goreng Murah Rp 10 Ribu per Liter, Wajib Pakai Aplikasi Peduli Lindungi
 
https://t.co/wZfsu8I7mT via @tribunjambiku 

#minyakgoreng #pedulilindungi",1
"Syarat Beli Minyak Goreng Curah, Harus Punya Aplikasi Pedulilindungi https://t.co/mWXyfCLjg1 #GoRiau",0
@sbyfess trus sambatku nang ndi cokðŸ˜­ pedulilindungi?,0
"Beli migor pake aplikasi, selain ribet, lalu keuntungan kuota akibat penggunaan utk mengakses ke peduli lindungi, buat siapa? 

Kembali lagi kebijakan menghisap rakyat dilakukan!

https://t.co/E6OzF0r4va",1
PeduliLindungi akan memudahkan pemerintah memantau dan mengawasi distribusi minyak goreng dari produsen ke konsumen. #MinyakGoreng https://t.co/jmY3WVPvEA,1
Aplikasi Pedulilindungi Akan Digunakan Untuk Syarat Beli Minyak Goreng Curah https://t.co/TFpVdOfEAd,0
Pembelian Minyak Goreng Curah Lewat PeduliLindungi Kapan Berlaku? ini Penjelasan dan Harganya https://t.co/yJAXQUUOJa,1
"Luhut menjamin konsumen bisa memperoleh minyak goreng curah dengan HET, yakni Rp14.000 per liter atau Rp15.500 per kilogram. https://t.co/HjgKrt9zxq",1
"Luhut: PeduliLindungi jadi alat pantau distribusi minyak goreng curah.
https://t.co/Y3CGJEYSGn",0
Alasan Pembelian Minyak Goreng Menggunakan Aplikasi PeduliLindungi dan NIK https://t.co/J9ZLHM4Ktb,-1
Pemerintah Mulai Sosialisasi dan Transisi Penggunaan PeduliLindungi untuk Beli Minyak GorengÂ Curah https://t.co/szAYGoZqOH,0
"Terkini Bisnis: Ilham Habibie Mundur dari Bank Muamalat, Beli Minyak Goreng Curah Pakai PeduliLindungi https://t.co/KvRISCxQh3 #TempoBisnis",0
@alisyarief Pedulilindungi menurut amerika melanggar ham malah kita dimasukan kesemua kegiatan dan aktifitas,0
@geloraco Pedulilindungi punya sapa ??,0
"Aplikasi Pedulilindungi Akan Digunakan Untuk Syarat Beli Minyak Goreng Curah
https://t.co/7bvaXgQtyR",0
"Alhamdulillah,
Ngopi lom wajib pakai NIK n PeduliLindungi... ðŸ˜ https://t.co/ItQ1khB0Dz",0
"Beli Minyak Goreng Curah Rakyat Hanya Rp14 Ribu per Liter Pakai Aplikasi PeduliLindungi, Ini Caranya https://t.co/rjLP9teWDm",0
"Harga Minyak Goreng Curah Rp14 Ribu per Liter, Wajib Pakai Aplikasi PeduliLindungi, Ini Penjelasan Luhut https://t.co/1gpu6HDlxV",0
Pemerintah manfaatkan PeduliLindungi menjadi alat pantau distribusi minyak goreng curah https://t.co/lRhkX5DXRO,0
Aplikasi Pedulilindungi Akan Digunakan Untuk Syarat Beli Minyak Goreng Curah https://t.co/b1V2PTb7Cb https://t.co/adhA8JgvN1,0
"Harga Minyak Goreng Curah Rp14 Ribu/Liter, Wajib Pakai Aplikasi PeduliLindungi, Ini Penjelasan Luhut https://t.co/udcjSa4Za6",0
"Mulai 27 Juni, Beli Minyak Goreng Curah Wajib Pakai Aplikasi PeduliLindungi https://t.co/swZnzeqmBH",0
"Sekalian aja beli nasi uduk, batagor, siomay, pisang goreng, gado2, kue cucur pakai App @pedulilindungi biar keliatan keren dan laris manis tuh App-nya utk dukung Big Data. https://t.co/TFluvhgYXk",1
Masyarakat dapat mengakses segala informasi berkaitan penerapan sistem terbaru penjulalan MCGR melalui website https://t.co/P7glJuy6Wu. https://t.co/jtKVZ7a1Da,1
@undipmenfess kan bisa download lagi di pedulilindungi,0
@undipmenfess ko bisa ilang bukannya ada di pedulilindungi,0
@undipmenfess kan ada pedulilindungi,0
"Yeee...
Ada peluang bisnis nihh...

Misal Beli pake PeduliLindungi 14rb, trus kita jual sama yg g punya PeduliLindungi 16rb. Kan jd cuan tuhh...

Makasih, opung.. https://t.co/lh83Y3XOWY",0
"Nantinya, membeli minyak goreng curah wajib menggunakan aplikasi PeduliLindungi atau menunjukkan NIK pada KTP. https://t.co/aFu5YpQfe9",0
Luhut Ungkap Tujuan Utama Beli Migor Curah Wajib Pakai PeduliLindungi https://t.co/vj112BtDg4 #sariagri #pertanian,1
"Pembelian minyak goreng mesti menunjukkan PeduliLindungi yang berbasis NIK untuk menghindari penimbunan.

#indonesia #jokowi #minyakgorengmurah #pedulilindungi #nkri #ri1 #CutiePieGoToKorea #PRESISIKHATULISTIWA https://t.co/G7KSJpVlS6",1
"Pembelian minyak goreng mesti menunjukkan PeduliLindungi yang berbasis NIK untuk menghindari penimbunan.

#indonesia #jokowi #minyakgorengmurah #pedulilindungi #nkri #ri1 #CutiePieGoToKorea #PRESISIKHATULISTIWA https://t.co/IS6m5KzPRh",1
"Pembelian minyak goreng mesti menunjukkan PeduliLindungi yang berbasis NIK untuk menghindari penimbunan.

#indonesia #jokowi #minyakgorengmurah #pedulilindungi #nkri #ri1 #CutiePieGoToKorea #PRESISIKHATULISTIWA https://t.co/DZEsFbDTN0",1
"@ZUL_Hasan Segera Wujudkan!
--
Kementerian Perdagangan juga sedang menyiapkan Minyak Goreng kemasan sederhana harga 14 ribu untuk dijual di Supermarket.
--
Tolak beli minyak goreng lewat aplikasi PeduliLindungi.
Stop Berbisnis Dengan Rakyat!",0
"Segera Wujudkan!
--
Kementerian Perdagangan juga sedang menyiapkan Minyak Goreng kemasan sederhana harga 14 ribu untuk dijual di Supermarket.
--
Tolak beli minyak goreng lewat aplikasi PeduliLindungi.
Stop Berbisnis Dengan Rakyat! https://t.co/7vx8y4SqLG",0
"Habis ini pemilu pakai pedulilindungi, bayar pajak pedulilindungi, ibadah pedulilindungi, one app to rule them all lmao",1
"Beli Minyak Goreng Curah Pakai PeduliLindungi, Kapan Mulai Berlaku? https://t.co/24juqQmmyK #TempoBisnis",0
"PeduliLindungi jadi Alat Pantau Distribusi Minyak Goreng Curah

https://t.co/YtUglypEXP",0
"@pikiran_rakyat TOLAK BELI MINYAK GORENG LEWAT APLIKASI PEDULILINDUNGI.

Kalau Pemerintah perduli dan melindungi, rakyat diberi kemudahan beli minyak goreng dengan bebas dan murah.
Apakah Pemerintahan Jokowi sudah lebih buruk dan busuk dari Pemerintahan Soekarno?",1
"TOLAK BELI MINYAK GORENG LEWAT APLIKASI PEDULILINDUNGI.

Kalau Pemerintah perduli dan melindungi, rakyat diberi kemudahan beli minyak goreng dengan bebas dan murah.
Apakah Pemerintahan Jokowi sudah lebih buruk dan busuk dari Pemerintahan Soekarno? https://t.co/POpIFMkrUf",1
"@detikcom Ohhh pake KTP pake Pedulilindungi 
Jangan lupa sediakan TINTA 
Habis beli minyak di Tutup di Putar di celupin terus pulang bawa minyak goreng",0
"@KompasTV TOLAK BELI MINYAK GORENG LEWAT APLIKASI PEDULILINDUNGI.

Kalau Pemerintah perduli dan melindungi, rakyat diberi kemudahan beli minyak goreng dengan bebas dan murah.
Apakah Pemerintahan Jokowi sudah lebih buruk dan busuk dari Pemerintahan Soekarno?",1
"TOLAK BELI MINYAK GORENG LEWAT APLIKASI PEDULILINDUNGI.

Kalau Pemerintah perduli dan melindungi, rakyat diberi kemudahan beli minyak goreng dengan bebas dan murah.
Apakah Pemerintahan Jokowi sudah lebih buruk dan busuk dari Pemerintahan Soekarno? https://t.co/3ugKM8oeDl",1
"Aplikasi Pedulilindungi Akan Digunakan Untuk Syarat Beli Minyak Goreng Curah
https://t.co/cDCStngbzF",0
Pemerintah Sosialisasikan PeduliLindungi untuk Distribusi Minyak Goreng Mulai Senin https://t.co/398pvm5J2A,0
@shitlicious Dikasi wifi buat scan pedulilindungi biar bisa masuk xxi,0
"PeduliLindungiÂ Dipakai Beli Minyak Goreng Curah, Luhut Tegaskan NIK KTP Juga Masih BerlakuÂ  https://t.co/dXQ36QsDCf",-1
"Naik KAI Bandara tidak perlu punya tiket pesawat! Travelers yang ingin menjemput atau sekedar bertamasya dapat menggunakan layanan tepat waktu KAI Bandara lho! Syaratnya cukup scan PeduliLindungi ya!

#KAIBandaraRailink
#SelangkahkeBandara https://t.co/j8GCbwvKAM",0
Luhut Sebut PeduliLindungi Jadi Alat Pantau Distribusi Minyak Goreng Curah https://t.co/pChLUWCgmE,0
"@alisyarief Mak tetangga di kampung bilang ga punya HP kalo harus nunjukin PeduliLindungi. Trus anaknya bilang, maak tunggu siapa tahu bentar lg ada BLT buat beli HP...eeeet daaaah",0
Said Didu Sebut Beli Minyak Goreng Curah Pakai PeduliLindungi Tak Adil: yang Nikmatin Mayoritas Orang Miskin https://t.co/jOlbalVc1B,1
TAMBAH MEMPERSULIT RAKYAT!!!!!! PADAHAL RAKYAT SUDAH SEMAKIN TERJEPIT... https://t.co/ibgA02Bhjg,-1
"@JoMinang Halo pak dokter
Apo tanggapannyo tentang berita NIK jo PeduliLindungi sebagai syarat utk mambali migir curah?

Agiah lah saketek, bia mandanga lo ambo pandangan seorang dokter tantang itu",0
Pemerintah Sosialisasikan PeduliLindungi untuk Distribusi Minyak Goreng Mulai Senin https://t.co/OW40SlhUAI,0
"Menteri Koordinator Bidang Kemaritiman dan Investasi Luhut Binsar Pandjaitan mengatakan, penggunaan aplikasi tersebut bisa memecahkan permasalahan minyak goreng Tanah Air.
https://t.co/PRhP1M5xdG

ok pak skr saya tanya awal dari fungsi peduli lindungi apa ?",0
"Beli Minyak Goreng Curah Wajib Pakai PeduliLindungi, Azzam Muzahid Pertanyakan Nasib Rakyat yang Tak Punya HP https://t.co/KFZ4ozqHwk",0
"Bukan Hanya untuk Info Covid-19, PeduliLindungi Kini Jadi Alat Pantau Distribusi Minyak Goreng! https://t.co/H3rfjaauim",0
"@parewalagi @DrEvaChaniago @JulianiMadinah @Diah_Mario_ @Nicho_Silalahi @NetizenBerisik @Angga_y10 @Agustisyarif NIK &amp; PeduliLindungi berubah fungsi dari pemantauan C19 utk kejar target Vaksinasi C19 krn dagangan vaksin Luhut belom habis utk urusan migor sbg lahan bisnis cuan Luhut terbarukan..

Hati-hati dgn aplikasi PeduliLindungi ...
Data &amp; privacy WNI dicuri utk kepentingan pilpres 2024 https://t.co/dT5ka7H1Kw",0
"@wxn_min @caratstalk kalo ga package belinya di tiketdotcom ya, akun tiketdotcom biasanya udah terhubung sm pedulilindungi jadi keliatan udah booster atau belumnya. mungkin gabisa tapi coba aja nnti beli",0
Solopos Hari Ini: Beli Pakai PeduliLindungi https://t.co/KIVP8NSozr,0
"https://t.co/fEiZM12Lmm, JAKARTA -Menteri Korodinator Bidang kemaritiman dan Investasi Luhut Binsar Pandjaitan memberikan penjelasan secara lengkap alasan pemerintah menerapkan kebijakan pembelian minyak goreng https://t.co/wVDZU0dYPM",1
"Kerja-kerjanya merepotkan rakyat saja... @jokowi @KSPgoid @mohmahfudmd @ZUL_Hasan
https://t.co/LLFrae0987",0
"2 Minggu Lagi, Beli Minyak Goreng Curah Wajib Pakai NIK danÂ PeduliLindungi https://t.co/S6NOmKt6ZI",0
"Komando Luhut, Beli Minyak Goreng Wajib Pakai Aplikasi Pedulilindungi https://t.co/rxCCBoZxkf",0
"PeduliLindungi = PeLi
Peli = Kontol",0
"Ini Cara Beli Minyak Goreng Curah di PeduliLindungi, Dibatasi 10 Kilogram per Hari https://t.co/PAiBRABR2O",0
"Menko Marves, Luhut: PeduliLindungi dan NIK Jadi Syarat Beli Minyak Goreng  https://t.co/ZjebfyLdBw",0
"Sini yang mau masuk gizi bisa DM aku aja, aku ajak nanti. Tapi cuma bisa lewat pintu depan sekarang, terus harus cuci tangan sama scan pedulilindungi juga",0
Beli Minyak Goreng Curah Pakai Aplikasi PeduliLindungi? https://t.co/6rr9pTAy79,0
"2 minggu lagi beli migor curah wajib pake NIK dan PeduliLindungi

Rakyat di kampung2, yg gak punya HP android, gak bisa beli dong

Bikin aturan yg bener napa?

Cc
@DrEvaChaniago
@_melody_mellow
@JulianiMadinah
@Diah_Mario_
@Nicho_Silalahi
@NetizenBerisik
@Angga_y10
@Agustisyarif https://t.co/JEbGa4CjFw",-1
"@octaooot Halo kak, yang penting harus scan pedulilindungi ya pas masuk ke area Jakarta Fair",1
"Perbaiki Tata Kelola Distribusi Minyak Goreng aga Terpantau, Luhut: Masyarakat Harus Gunakan AplikasiÂ Pedulilindungi https://t.co/UbYSyVNtmQ",1
"Komando Luhut, Beli Minyak Goreng Wajib Pakai Aplikasi Pedulilindungi https://t.co/mT9jcR5yX2 https://t.co/OZ4yjKj44K",0
"Wajib Beli Migor Curah Lewat PeduliLindungi Mulai 27 Juni, Luhut: Maksimal 10 Kilogram per Hari https://t.co/gMEHcrZRgi",0
Luhut: Beli Minyak Goreng Curah Pakai AplikasiÂ PeduliLindungi https://t.co/3pHIeCe3wW,0
"Menkomarves Sebut Beli Minyak Goreng akan Pakai Pedulilindungi, Netizen: Sampai Minyak Aja JadiÂ Permainan https://t.co/37djyLoQUl",0
"@CNNIndonesia beli beras, cabe, daging dan kebutuhan lainnya kapan pake nik dan pedulilindungi, sepertinya masyarakat sdh pakai aplikasitidakpeduli",0
Ini Alasan Beli Migor Curah Harus Pakai â€œPeduliLindungiâ€ https://t.co/NQj0h6SFnv #BeliMigorCurahPakaiPedulilindungi #MinyakGorengCurahRakyat #Mgcr,0
"Wajib Beli Migor Curah Lewat PeduliLindungi Mulai 27 Juni, Luhut: Maksimal 10 Kilogram per Hari https://t.co/EEE5LxP2rA",0
"Menko Luhut Umumkan Pembelian Minyak Goreng Harus Gunakan PeduliLindungi... https://t.co/aINxYMoftB via @YouTube 
#Tribunnews
#tribunbanten
#AkuBantenAkuBangga
#viral
#video
#trending
#beritahariini
#bantenupdate
#beritabantenhariini
#beritaterkini
#beritanasional
#warganet",1
Luhut: PeduliLindungi jadi alat pantau distribusi minyak gorengÂ curah https://t.co/tVfu0WoOkp,0
Luhut: PeduliLindungi jadi alat pantau distribusi minyak gorengÂ curah https://t.co/RsCqoh3Cym,0
"https://t.co/7Z4Pb06IzK

Menko Marves, Luhut Binsar Pandjaitan mengumumkan perubahan dalam sistem penjualan dan pembelian minyak gireng curah, membeli minyak goreng wajib menggunakan aplikasi PeduliLindungi.

#minyakgoreng #pedulilindungi #mycitynews",1
"sejenis gini jg dr jauh mas security krl udh senyum2, pura2 galiat aja trus manggil mba mba w makin cpt jalan males bgt, pas mau tap masnya ngedeketin w tbtb mbaaa scan dulu pedulilindungi, ohiya hehe mas https://t.co/8TJ52P6MOx",1
"KORUPTOR,KORUTOR AJE LU ANUS!

LONTE,LONTE AJ LU

FAKTA, KRIMINALISASI ITU PADA ULAMA,MISAL DITUDUH RADIKAL-RADIKUL DLL!

tag Holywings Kapolsek #HBSBongkarKasusKM50 PeduliLindungi Israel Ahok GP Ansor Arab Wirda https://t.co/kAxNWBtesA",-1
"Top News Koran Rakyat Merdeka

Beli Migor Harus Pake NIK &amp; PeduliLindungi
Luhut &amp; Zul Bikin Pusing Emak-emak

https://t.co/bOnovPrvMn",1
